suspectible,exposed,infected,carrier,dead,recovered
410995,1,4,0,4814,584186
410995,1,3,0,4814,584187
410995,1,2,0,4814,584188
410995,1,2,0,4814,584188
410995,1,1,0,4814,584189
410994,1,2,0,4814,584189
410994,1,2,0,4814,584189
410994,1,2,0,4814,584189
410993,2,2,0,4814,584189
410993,2,2,0,4814,584189
410993,2,2,0,4814,584189
410993,2,2,0,4814,584189
410993,2,2,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,4,0,4814,584189
410993,0,3,0,4814,584190
410992,1,3,0,4814,584190
410992,1,3,0,4814,584190
410992,1,3,0,4814,584190
410992,0,3,0,4814,584191
410992,0,3,0,4814,584191
410992,0,3,0,4814,584191
410992,0,3,0,4814,584191
410992,0,3,0,4814,584191
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,2,0,4814,584192
410992,0,0,0,4814,584194
